client_event_id,uid,date,summary,old_event_type,new_event_type,old_suggested_school,canonical_school,match_method,match_score,needs_manual_school_review
ics_43d27caf8c177501,1lqbsiai4ms7koehrmiru94ssm@google.com,2026-02-06,Studio Monthly Meeting Steph Matt Milton Lauren 8;00 am,internal/non-shoot review,Call or Meeting,Studio Monthly Meeting Milton,,unmatched,0.3384615384615385,False
ics_cd8f10d0d7f63edb,38lmgokpc5gc2b2apkt1dmvip7@google.com,2025-07-23,Grand Opening Ribbon Cutting,review,Special Event,Grand Opening Ribbon Cutting,,unmatched,0.42857142857142855,False
ics_3da201554d5db633,1ndu61qqn1otihv80coknqbl46@google.com,2026-10-26,HOLD Gardner-Dickinson Makeups (1 team),makeup/retake,Makeup Day,HOLD Gardner-Dickinson,Gardner Dickinson,fuzzy,1.0,False
ics_01a3bc0074eacd5e,5sevn3pkopc6r4d2rcfuakalps@google.com,2025-10-28,Cohoes HS Makeups (1 team),makeup/retake,Makeup Day,Cohoes High School,Cohoes High School,fuzzy,1.0,False
ics_deacb712040424c1,18j5en19ushhub7bjc393qaq34@google.com,2026-03-30,Mother Teresa Academy (2 teams),spring picture day,Spring Picture Day,Mother Teresa Academy,The Academies (AA/G),manual_alias,1.0,False
ics_db850f0e3819174a,6tm9t1919bl5ta5dasjtrhjr8o@google.com,2026-04-15,Duanesburg Spring Sports Media Day (2 TEAMS),sports,Sports,Duanesburg Media Day,Duanesburg,manual_alias,1.0,False
ics_4dd93f064278124c,7ualkpetbunvdfbeqlth6kh0i8@google.com,2026-04-06,Digital XPress Branding STEPH,review,Special Event,Digital XPress Branding,,unmatched,0.425531914893617,False
ics_ae9bc426569b138d,5lll7ghrthq7pn5mrdr1l6fokn@google.com,2027-04-26,Okte RAIN Spring Pics & 5th grade pano (2 teams),graduation/pano,Rain Date,Okte RAIN &,Okte Elementary School (Shenendehowa School District),manual_alias,1.0,False
ics_0d03b1e86d19fd54,5vqi17nbvn82f2ek0e24of3h3e@google.com,2026-10-07,Milton Terrace Elementary (2 teams),picture day,Fall Picture Day,Milton Terrace Elementary,Milton Terrace Elementary School (Ballston Spa School District),manual_alias,1.0,False
ics_cda749b1cea6ca2c,687kaj7esbqj11b3rgmenfniru@google.com,2026-04-22,Shaker seniors 1 photog plus assistant if possible,senior portraits,Seniors,Shaker photog assistant if possible,Shaker Seniors,fuzzy,1.0,False
ics_07c3e440235e4b16,4kuphcvj3uklsia21ovrpddlnp@google.com,2026-12-07,Milton and Lauren Monthly Meeting,internal/non-shoot review,Call or Meeting,Milton Monthly Meeting,,unmatched,0.42105263157894735,False
ics_2986b0cd9b5afb61,2114onf0s5gudtpu52bqvnco3s@google.com,2026-04-28,"TSL Kid's Crew, Scotia (1 photog)",spring picture day,Spring Picture Day,TSL Kid s Crew Scotia,TSL Scotia,fuzzy,1.0,False
ics_ad741ea6cc606d39,3eld4ereienrqcpgo1v0voo425@google.com,2025-12-03,Waterford-Halfmoon Winter Sports,sports,Sports,Waterford-Halfmoon,Waterford Halfmoon Elem,manual_alias,1.0,False
ics_2974873b5851f3a8,5lb88fc8kkm16nedcrd1nuvpqv@google.com,2026-04-01,NEW Columbia Track Seniors (1:30p REQ LAUREN),senior portraits,Seniors,NEW Columbia Track,,unmatched,0.5,True
ics_42f98d25179fe262,2mgr535eieg0nmcbvlgk0rbpo5@google.com,2026-02-03,AAG Senior Night (Steph),senior portraits,Seniors,AAG Senior Night,,unmatched,0.5128205128205128,True
ics_4c41a6667b40fd8e,4d889o79drc39russi321fupmp@google.com,2026-08-19,Waterford-Halfmoon Seniors (2 photogs),senior portraits,Seniors,Waterford-Halfmoon,Waterford Halfmoon Elem,manual_alias,1.0,False
ics_b0d7841b89eb75b3,363qn68asddra0beg7b4rhuvu2@google.com,2026-05-13,Alb School of Humanities & 5th Grade Grads (2 teams),graduation/pano,Special Event,Alb School of Humanities & 5th Grade Grads,,unmatched,0.5714285714285714,False
ics_221409c5da512f4a,6t3emihbhcaf39mjclfsvjt64t@google.com,2026-02-06,School Photographers: Lighting and Senior Workshop 9:30am,senior portraits,Seniors,School Photographers Lighting Senior Workshop,,unmatched,0.5,True
ics_7768b777bbd451b7,44si6qkqu9j57ra1cpqc8bs2jm@google.com,2025-09-15,NEW Capital Region BOCES Albany Extension (1 Team),internal/non-shoot review,Fall Picture Day,NEW Capital Region BOCES Albany Extension,,unmatched,0.5,True
ics_abaf3ff38532ae1c,39a7dgom7qvbt9p9jps0ulspon@google.com,2026-02-03,Columbia Kicks Cancer Family Photo Night,review,Special Event,Columbia Kicks Cancer Family Photo Night,,unmatched,0.4444444444444444,False
ics_a2f9a6101e2bc429,34gksodmd7lpbl99hnknoan6eb@google.com,2026-04-13,May Schedule Call 1:20pm,review,Special Event,May Schedule Call,,unmatched,0.4,False
ics_648d1139b0183c34,54vtm8d1sdnbrbt73ri8ccb0dm@google.com,2026-05-07,Albany Academy Spring Photos (ECA-4) (1 team),spring picture day,Spring Picture Day,Albany Academy Spring,The Academies (AA/G),manual_alias,1.0,False
ics_916348f67054001c,0anm9dd94tcf6lgfqk3n2ran8f@google.com,2026-09-19,Tricia Weaver Wedding time TBD 1 hour coverage,review,Special Event,Tricia Weaver Wedding time TBD hour coverage,,unmatched,0.39436619718309857,False
ics_a1cbc907310ba8f9,2d2k1qn2tmvhjj8jpn1hs5fqu7@google.com,2026-02-04,Digital Express Headshots STEPH,review,Headshots,Digital Express Headshots,,unmatched,0.4444444444444444,False
ics_6c056a59f285c0e6,2lcaailfribtkp7dvsql0s6nn3@google.com,2026-11-06,Heatly School Makeups (1 team),makeup/retake,Makeup Day,Heatly School,Heatly School,manual_alias,1.0,False
ics_caa4abbedeecc767,73hcv449grovqrm3f7d7cs6dh0@google.com,2025-11-12,Shatekon Makeups (1 team),makeup/retake,Makeup Day,Shatekon,Shatekon Elementary School (Shenendehowa School District),manual_alias,1.0,False
ics_e796472c11f637d4,0bc3cl8btc8k91jk8o1khgcl87@google.com,2026-02-23,Mentoring Monday 1;15 arrival,review,Special Event,Mentoring Monday arrival,,unmatched,0.375,False
ics_9246434b9b111c5f,0303n3bncq602ggjq9vgl2a17i@google.com,2026-05-11,Studio Staff Quarterly Meeting,internal/non-shoot review,Call or Meeting,Studio Staff Quarterly Meeting,,unmatched,0.38596491228070173,False
ics_20d2e4eb9f962d0c,7r05n6vfu2posgds4p72o25bih@google.com,2025-10-07,Photo Booth 4-6 see notes,internal/non-shoot review,Photo Booth,notes,,unmatched,0.5517241379310345,False
ics_724fef4b5a13dff7,2vsq4dovbv10c0n2n0l11ih239@google.com,2025-10-20,Learning Garden Childcare LATHAM (1 team),picture day,Fall Picture Day,Learning Garden Childcare LATHAM,Learning Garden Latham,manual_alias,1.0,False
ics_57fcc12e491a030e,0aoovtgmh90ms06uc2341f1e0t@google.com,2026-09-15,Capital Region BOCES Schoharie (1 Team),internal/non-shoot review,Fall Picture Day,Capital Region BOCES Schoharie,,unmatched,0.4888888888888889,True
ics_4e9cb603436604ba,2ek61dn075phhmhgvm5smif6ai@google.com,2025-10-18,Wood Road Family Photo Day,review,Fall Picture Day,Wood Road Family,Wood Road Elementary School (Ballston Spa School District),manual_alias,1.0,False
ics_4e0796478d7e200f,7ldga591r8ekf4e302ff5gf3va@google.com,2025-10-20,Hamilton Elementary School (2 teams),review,Fall Picture Day,Hamilton Elementary School,,unmatched,0.65,True
ics_b760f5fdd5341c47,1sgmo2go8nloa9mg0mpfo914q3@google.com,2027-05-07,HOLD Waterford-Halfmoon Spring Pics (2 teams),graduation/pano,Spring Picture Day,HOLD Waterford-Halfmoon,Waterford Halfmoon Elem,manual_alias,1.0,False
ics_2a9e9b80cd6b1d88,068skvsivrncoul7t952a91g0u@google.com,2025-11-04,Destine Preparatory Charter School (2 teams),picture day,Fall Picture Day,Destine Preparatory Charter School,Destine Prep Charter School,fuzzy,0.8852459016393442,False
ics_76449f433d0facad,35k4is9i73fq1kv11q3pk4pmbf@google.com,2026-03-25,Jefferson 4th Grade Grads (2 teams),graduation/pano,Special Event,Jefferson 4th Grade Grads,,manual_alias,1.0,False
ics_dae8c94cf7b3c1a1,351bdmb3f7919mq56vi7v5n3gb@google.com,2026-08-24,HOLD Albany Academy (US Campus) Senior Photos (2 photogs),senior portraits,Seniors,HOLD Albany Academy Senior,The Academies (AA/G),manual_alias,1.0,False
ics_d5aac90e7cf143c2,28ber8i6soivv0kdpaplplkejc@google.com,2025-10-28,Wildwood School - Curry Road (Andrew + 1),review,Fall Picture Day,Wildwood School - Curry Road,Wildwood,manual_alias,1.0,False
ics_26a61ef9a79f3ea5,6ootk6005eepu3l5hrua7jlpra@google.com,2025-10-23,Glencliff Elem Makeup Day (1 team),makeup/retake,Makeup Day,Glencliff Elementary School,Glencliff Elementary School (Niskayuna School District),manual_alias,1.0,False
ics_a7eae4a7abd360fb,6o1rrrdcjlgmraqvai21kpp5kb@google.com,2026-04-27,CX Orenda Rain PANO ONLY (9;15am 1 photog),graduation/pano,Rain Date,Orenda Rain ONLY,,unmatched,0.43478260869565216,True
ics_a8e75f6dfd42a8f9,3AC58BF4-3179-4A7C-BBD1-E64BB7DC0652,2026-03-31,Easter Bunny at Gardner Dickinson 2;30-5;30,review,Special Event,Easter Bunny at Gardner Dickinson,,fuzzy,1.0,False
ics_9c9032c4a9c3b195,27tmk9jcfipvfkm5s82t0ult9d@google.com,2025-12-05,Turner's Tots Preschool NEW AM only (Lauren),review,Special Event,Turner s Tots Preschool NEW AM only,Turner's Tots,fuzzy,1.0,False
ics_c3483d90ba03acfa,2ebjpk20k8duji2ct4virb09bn@google.com,2025-10-23,Gardner-Dickinson Makeups (1 team),makeup/retake,Makeup Day,Gardner-Dickinson,Gardner Dickinson,fuzzy,1.0,False
ics_538a2f017a78fa26,7f8khc0hhe8sdd1ou69mpoar85@google.com,2025-09-09,KinderCare Niskayuna (2 teams),picture day,Fall Picture Day,KinderCare Niskayuna,Kindercare Niskayuna,manual_alias,1.0,False
ics_0d26edfb200749dc,3j64fr6ig6r9u2jqmqa6hoqrim@google.com,2026-01-15,Isabella Ledet 11;00 interview,internal/non-shoot review,Special Event,Isabella Ledet interview,,unmatched,0.38596491228070173,False
ics_eb4f4287370f8d4e,06m135tnopjpdanp19ea8pq6f3@google.com,2026-01-29,BKW Clubs/Groups for Yearbook AM (1 photog),review,Special Event,BKW Clubs/Groups for Yearbook AM,,unmatched,0.5,False
ics_56ad3d7141240212,7o8gbj7pikqibcbau8lrufsel8@google.com,2026-04-03,PUBLIC SCHOOL RECESS,review,Special Event,PUBLIC SCHOOL RECESS,,unmatched,0.5714285714285714,False
ics_f08bda6a1de17ae6,2op59eq9gvk7l6rlr2tj9sb6ms@google.com,2025-06-17,Heatly Field Day (1 photog),review,Special Event,Heatly Field Day,Heatly School,manual_alias,1.0,False
ics_c0608846c4911dc7,3guetfs7mcr17bo7mgeli84ttn@google.com,2025-10-22,Skano Elem Makeup Day (1 team),makeup/retake,Makeup Day,Skano Elementary School,Skano Elementary School (Shenendehowa School District),manual_alias,1.0,False
ics_0e1bef52542540c1,2fkdoqinn7g4pup6645flc6j0b@google.com,2026-09-21,Capital Region BOCES Albany Extension (1 Team),internal/non-shoot review,Fall Picture Day,Capital Region BOCES Albany Extension,,unmatched,0.5,True
ics_81fe56b54cf2ac6b,140A2F06-02D2-4F77-B6AC-1BBE686CF46B,2025-09-10,Herba AA senior makeup 4;00,makeup/retake,Makeup Day,Herba AA senior makeup,,unmatched,0.625,True
ics_1a9ef3c59627a78e,4f5ucn8q7lu28mtt2i2bclo5mm@google.com,2026-10-05,Tech Valley SENIORS (1 team),senior portraits,Seniors,Tech Valley,Tech Valley Seniors,manual_alias,1.0,False
ics_3006d7826eafc727,6usvtksl54qcrrfc8el6ahvksg@google.com,2025-10-27,Kids Express Makeup (Matt+1),makeup/retake,Makeup Day,Kids Express Makeup,Kid's Express,fuzzy,0.96,False
ics_ef2414a90fe151e8,2da5713bdnkvicf1dm3k3i7btc@google.com,2026-05-18,Alb School of Humanities RAIN Date,graduation/pano,Rain Date,Alb School of Humanities,,unmatched,0.6176470588235294,True
ics_f0e3560aa87fd4f4,0phkv55ndsq03ujsqpjrjc3d67@google.com,2027-03-04,Shatekon Grad Photos (1 team),graduation/pano,Special Event,Shatekon,Shatekon Elementary School (Shenendehowa School District),manual_alias,1.0,False
ics_86ddd072d7c31994,5806hd2mgss76fv95mc5dr1oq5@google.com,2025-06-05,TSL UPK Bethlehem (Delmar) (1 photog),spring picture day,Spring Picture Day,TSL UPK Bethlehem Delmar,TSL Bethlehem,fuzzy,1.0,False
ics_d2abfb109399e754,3052857A-B6BA-4F80-8FE9-ADCE9EC31626,2026-04-06,Robert Senior Photos,senior portraits,Seniors,Robert Senior,,unmatched,0.6666666666666666,True
ics_4ca8d182da382c56,4aeesjdh0bs4pm20vt2r3gc390@google.com,2026-11-06,HOLD Karigon Elementary Makeups (1 team),makeup/retake,Makeup Day,HOLD Karigon Elementary,Karigon Elementary School (Shenendehowa School District),manual_alias,1.0,False
ics_e6c0285ee9bc250c,7c3uttjjjss86ppoa5033bkbau@google.com,2027-04-29,Atrea ELC SHEN (3 teams),review,Special Event,Atrea ELC SHEN,,unmatched,0.5625,False
ics_3b6003f8e753c57c,515051blnehogmg0ivprkvkk0h@google.com,2025-10-03,Lincoln Elem Picture Day (1 team),picture day,Fall Picture Day,Lincoln Elementary School,,unmatched,0.7428571428571429,True
ics_d1c855c8520a2432,3oin5htjdkfu7lval1a1f1mn2q@google.com,2027-04-08,Siena Headshots 4;30-6 MAC,review,Headshots,Siena Headshots - MAC,,unmatched,0.4444444444444444,False
ics_b67342677c29c865,3tvag81uklabe5n3u1rejd0oqt@google.com,2025-11-12,Stevens Elementary MAKEUPS (Burnt Hills) (1 team),makeup/retake,Makeup Day,Stevens Elementary Burnt Hills,Stevens Elementary,fuzzy,1.0,False
ics_4b0947167aace681,1tsfsqjoac5jeju6kri9jrdo7v@google.com,2026-04-18,Duanesburg Color Run (Steph),review,Special Event,Duanesburg Color Run,Duanesburg,manual_alias,1.0,False
ics_bb52bfeec559bd9f,3ia53k7drqujkmp0t45jm4bpai@google.com,2026-04-02,Cairo-Durham Spring Sports (2 photogs),sports,Sports,Cairo-Durham,Cairo-Durham MS/HS,fuzzy,0.8,False
ics_4ce6a1f7c140346a,66a5tg6ii6a08mc2k4gvkmpihe@google.com,2026-05-18,DES Spring Photos (2 teams),spring picture day,Spring Picture Day,DES Spring,,unmatched,0.46153846153846156,True
ics_c13cf1648a900eda,2bmmin0cpnb2qib90gflm2ppnl@google.com,2025-11-05,Milton Terrace Elem Makeup (1 team),makeup/retake,Makeup Day,Milton Terrace Elementary School Makeup,Milton Terrace Elementary School (Ballston Spa School District),manual_alias,1.0,False
ics_a5fe48f369dec2d5,7il7vmhv8h5aljql0gp36ujc19@google.com,2026-12-05,Smile Lodge Christmas Party 2 Photographers,review,Special Event,Smile Lodge Christmas Party Photographers,,unmatched,0.4411764705882353,False
ics_6f0ecfe346b22da2,0a2d2lr5mq68auat3mcphp6jr8@google.com,2026-05-14,Charles Schwab Saratoga Branding 9;00  STEPH,review,Special Event,Charles Schwab Saratoga Branding,,unmatched,0.4126984126984127,False
ics_e1a07971a091077f,4tjvs6a41d4c2h2giqeru7s06r@google.com,2027-05-03,Heatly 8th grade pano RAIN (1 photog),graduation/pano,Rain Date,Heatly 8th grade RAIN,Heatly School,manual_alias,1.0,False
ics_c1be529c786fa58d,7e24d20d5g60cl9i5absrgc19u@google.com,2026-01-08,NEW DATE Zoller Elem MAKEUPS (1 team),makeup/retake,Makeup Day,NEW DATE Zoller Elementary School,Zoller Elementary,fuzzy,1.0,False
ics_ebc9e4378b29b309,3keilp93dohlvjms8ieug7ct8r@google.com,2025-06-07,C-D Junior Prom (1 photog),review,Special Event,C-D Junior Prom,,unmatched,0.46153846153846156,False
ics_5b3096c71ef96e44,38ms0cmfm82l366fcg64er34ep@google.com,2025-09-23,Walter B. Howard Rain Date (1 team),review,Rain Date,Walter B. Howard,Walter B Howard,fuzzy,1.0,False
ics_73228b65d43b087f,1ikrk98da3pvbkfjff1kr24t8a@google.com,2026-04-17,Malta Ave 5th Grade Pano RAIN (1 photog ),graduation/pano,Rain Date,Malta Ave RAIN,Malta Avenue Elementary School (Ballston Spa School District),manual_alias,1.0,False
ics_bddd49e472029cfd,349as4c3jcfheijidelv0mt2bo@google.com,2026-05-16,DLL Opening Day RAIN (3 Photographers),review,Rain Date,DLL Opening Day RAIN,,unmatched,0.4528301886792453,True
ics_6b04a885dce8e8ed,11f1p8rhkk1fhrb7tvkbld27u9@google.com,2026-03-13,Skano 5th grade group pic (1 photog),graduation/pano,Special Event,Skano 5th grade group pic,Skano Elementary School (Shenendehowa School District),manual_alias,1.0,False
ics_5f9e043773689c7f,05nor1l2bedr795mehvht2jdhb@google.com,2026-06-12,LCS Bacc Evening (Matt),graduation/pano,Special Event,LCS Bacc Evening,,unmatched,0.5,False
ics_437139d49c60b97a,4m28907roabrkgvg6n8g8cte9a@google.com,2025-08-12,Matt work from Home,review,Special Event,work from Home,,unmatched,0.47058823529411764,False
ics_fbcbd1f6f89a1049,37sop926s5rir3aqsm782mutvk@google.com,2025-09-19,Siena Career Fair 1 Photog TENTATIVE BASED ON AVAIL,review,Fall Picture Day,Siena Career Fair Photog TENTATIVE BASED ON AVAIL,,unmatched,0.3870967741935484,True
ics_038938800884a785,0in22g1hapvql3beo5qqrno6pq@google.com,2025-09-11,TSL Daycare Guilderland (1 team),makeup/retake,Makeup Day,TSL Daycare Guilderland,TSL Guilderland,fuzzy,1.0,False
ics_6b7edbdc43b52dbf,4h2ouakhl7u63n0t5htktt95kb@google.com,2025-11-03,Siena Career Fair 1 Photog,review,Fall Picture Day,Siena Career Fair Photog,,unmatched,0.5142857142857142,True
ics_ea8fe345e58f6980,0kchnub9s6rdq52iuchtuugnqn@google.com,2025-11-25,Thomas Pest Headshot Event 11/1,review,Headshots,Thomas Pest Headshot Event /,,unmatched,0.3793103448275862,False
ics_3f2a790bd5854efc,21iufig5tsfnedi6k1gnnmd6od@google.com,2025-10-09,Gordon Creek Elem Fall Picture Day (2 teams),picture day,Fall Picture Day,Gordon Creek Elementary School Fall,Gordon Creek Elementary School (Ballston Spa School District),manual_alias,1.0,False
ics_ca29d95895e6dcbe,6sivt8dp2d2ojsf19k47ih2tlb@google.com,2026-05-12,Happy Kids Day Care (1 photog),spring picture day,Spring Picture Day,Happy Kids Day Care,Happy Kids Daycare,fuzzy,0.9090909090909091,False
ics_4f116c58653e6d09,1u7ugj5f1ieiamhbm6l85t7rgr@google.com,2026-05-30,Shaker Prom,review,Special Event,Shaker Prom,,unmatched,0.64,False
ics_dbd9107591ab4686,7m7hh4qkkf4l0ip5ikhpj422o4@google.com,2025-07-16,Tricia (NBT BANK) engagement session Landis Arboretum 5;00 STEPH,review,Special Event,Tricia NBT BANK engagement session Landis Arboretum,,unmatched,0.4132231404958678,False
ics_34699ba97d43bafd,50kg9dnpfduo46cit3a2hp9q3q@google.com,2026-05-18,"Tabner, Ryan & Keniry, LLP Headshots 9am (Matt)",review,Headshots,Tabner & Keniry LLP Headshots,,unmatched,0.42857142857142855,False
ics_65114e277a989451,4sjr4g08tgibaj8vbs5uipp311@google.com,2026-05-04,Waterford-Halfmoon Spring Pics (2 teams),graduation/pano,Spring Picture Day,Waterford-Halfmoon,Waterford Halfmoon Elem,manual_alias,1.0,False
ics_5c0da0684280b201,5l8e4j2ojjc41eqd2b12ve6t7e@google.com,2025-06-27,Northville Graduation 6;00pm start (1 photog),graduation/pano,Special Event,Northville Graduation,Northville,manual_alias,1.0,False
ics_166ba351b8be876a,2ad7888lmj01eedcnigje8vo3i@google.com,2025-11-14,Hackett MS Makeup Day (1 team),makeup/retake,Makeup Day,Hackett Middle School,,unmatched,0.5,True
ics_079dfd5edf65b2f2,6hevm3e94q3i13jgv8utp67diu@google.com,2026-03-28,(Quick) Easter Bunny Quicks School Team,review,Special Event,Quick Easter Bunny Quicks School Team,,unmatched,0.5,False
ics_659f9af0934f05b1,7qosmtlmj157u3ipnpdf1l8djq@google.com,2026-09-25,Okte Elementary OUTDOOR (2 teams),review,Fall Picture Day,Okte Elementary OUTDOOR,Okte Elementary School (Shenendehowa School District),manual_alias,1.0,False
ics_abfa6dd896775121,21bg4oaa8sjv7lp43gpjp0k9t2@google.com,2025-09-17,Duanesburg MS/HS (1 team),review,Fall Picture Day,Duanesburg Middle School/High School,D'burg MS/HS,manual_alias,1.0,False
ics_366b7e8d6152d92d,27d187e60baukpjjgfr0bkl92l@google.com,2025-12-09,NEW TSL @ Sacred Heart,spring picture day,Spring Picture Day,NEW TSL Sacred Heart,TSL Sacred Heart,fuzzy,1.0,False
ics_5df13e3849e1b773,3ao68481o3i93unlgr1pv8iqju@google.com,2026-10-28,Hillside Elementary Makeups (1 team),makeup/retake,Makeup Day,Hillside Elementary,Glencliff Elementary School (Niskayuna School District),manual_alias,1.0,False
ics_c1b1bd3759b98843,20egl65av0o1u1pkrrhermun1p@google.com,2025-11-19,Pooh's Corner Picture Day (1 team),picture day,Fall Picture Day,Pooh s Corner,Poohs Corner,fuzzy,0.96,False
ics_930189e4c235c68e,41goelct7o97q4c8ifi8qnmul8@google.com,2026-04-29,TSL Niskayuna UPK (1 photog),spring picture day,Spring Picture Day,TSL Niskayuna UPK,TSL Niskayuna UPK,fuzzy,1.0,False
ics_1ddb99c96c937221,1b7vc36jo1kt0k5lj2s24e8l8t@google.com,2026-01-15,February Scheduling Call 9am,review,Special Event,February Scheduling Call,,unmatched,0.44,False
ics_7ce939116f581a5d,851EF243-3AD2-4E11-9E2A-80F1804BC7EC,2026-05-19,Green Tech 8th grade Grads & Group Photo,graduation/pano,Special Event,Green Tech 8th grade Grads & Group Photo,Green Tech MS/HS,manual_alias,1.0,False
ics_0f107d3f38d7af7d,1a3fbt02c2ugscvbop45o9ll1u@google.com,2025-09-26,NEW Craig Elementary (2 teams),makeup/retake,Makeup Day,NEW Craig Elementary,Craig Elementary School (Niskayuna School District),manual_alias,1.0,False
ics_d4d380a45a9bb622,6bjg00fqldplq2l7bngmjpmi1j@google.com,2026-10-05,Milton and Lauren Monthly Meeting,internal/non-shoot review,Call or Meeting,Milton Monthly Meeting,,unmatched,0.42105263157894735,False
ics_c71c7dd8ce88defe,30mmhboonhta5ckjv6p0aebqnr@google.com,2026-11-04,Milton Terrace Elem Makeup (1 team),makeup/retake,Makeup Day,Milton Terrace Elementary School Makeup,Milton Terrace Elementary School (Ballston Spa School District),manual_alias,1.0,False
ics_87b254896e6b48f2,5negl8laq8i47nm0lb6r3e7na9@google.com,2026-02-16,PUBLIC SCHOOL WINTER RECESS,review,Special Event,PUBLIC SCHOOL WINTER RECESS,,unmatched,0.5,False
ics_4c73bfb611a49b29,7vdkh7nrktituav7vus3c5rge6@google.com,2026-04-16,LCS New Students STEPH 3;45  Email Heather crosbie,review,Special Event,LCS New Students Email Heather crosbie,,unmatched,0.5,False
ics_ec928da3e68afb7c,6bbt1d2v680cjes0krnp545506@google.com,2026-05-04,Tesago 5th Grade Group RAIN (1 photog),graduation/pano,Rain Date,Tesago 5th Grade Group RAIN,Tesago Elementary School (Shenendehowa School District),manual_alias,1.0,False
ics_5651d9451aae46ef,42lmhgf6ol1mpk4p77l9rn1dpj@google.com,2025-09-20,Lodge Fest (Steph),review,Fall Picture Day,Lodge Fest,,unmatched,0.5,True
ics_3fc44a39e9a116bf,08j0ikhgds58kivnpvnqsldfc7@google.com,2026-10-23,Okte Elem Makeup Day (1 photog),makeup/retake,Makeup Day,Okte Elementary School,Okte Elementary School (Shenendehowa School District),manual_alias,1.0,False
ics_9ec0d1d85984d067,5f52deh3qpd8e9l8o1do3628t9@google.com,2026-06-09,AA Commencement,senior portraits,Seniors,AA Commencement,,unmatched,0.5161290322580645,True
ics_980215beae989972,1usba8scip1i7qloaks6pp8clo@google.com,2025-11-24,TSL Rotterdam (1 photog REQ LAUREN),spring picture day,Spring Picture Day,TSL Rotterdam,TSL Rotterdam,fuzzy,1.0,False
ics_004829d0169b1c4b,1h8aq5on24581lt5101io9430r@google.com,2025-06-14,LCS Graduation Morning (Matt + Beth),graduation/pano,Special Event,LCS Graduation,,unmatched,0.5,False
ics_a2d6dd4483110633,17g42so3ifkt8fag6ivf166bpv@google.com,2026-06-17,Heatly Field Day RAIN (1 photog),review,Rain Date,Heatly Field Day RAIN,Heatly School,manual_alias,1.0,False
ics_d829cc6cedbcee6d,396i85ic17nkno0ojiblb60gov@google.com,2025-09-10,Albany Academy 2 teams +1,graduation/pano,Fall Picture Day,Albany Academy teams,The Academies (AA/G),manual_alias,1.0,False
ics_959044c2dc827ed5,2k9nintm8i75u5gg02vqs5jaee@google.com,2026-08-27,Albany Law Headshots,review,Headshots,Albany Law Headshots,,unmatched,0.5,False
ics_7d2fbdde56bd3881,4in2nvnhtlf4a5ks0j3lbeg8sq@google.com,2026-09-08,Heatly First Day of School,review,Fall Picture Day,Heatly First Day of School,Heatly School,manual_alias,1.0,False
ics_31065113d34ad037,2d6k3fcqpvdf12a3569h0u6qp3@google.com,2027-02-12,Siena Headshots 12;30-2;30 SSU,review,Headshots,Siena Headshots - SSU,,unmatched,0.38461538461538464,False
ics_53a76de258fe72ec,6rvho10mquappiti2vn33iueq2@google.com,2026-03-11,Eagle Point Spring Photos PK-4 (2 teams),graduation/pano,Spring Picture Day,Eagle Point Spring PK,,unmatched,0.4864864864864865,True
ics_192a54f584effd6b,6al78vbgfvqvd6agqv6js427gf@google.com,2026-04-23,Shaker seniors 1 photog plus assistant if possible,senior portraits,Seniors,Shaker photog assistant if possible,Shaker Seniors,fuzzy,1.0,False
ics_ddc7fff903375903,29F14861-0882-4C99-B90A-163DED84A6AD,2026-02-13,Duanesburg senior night STEPH,senior portraits,Seniors,Duanesburg senior night,Duanesburg,manual_alias,1.0,False
ics_65cf6c402e212e63,564hdv0agpusq89hjre3f3np41@google.com,2026-02-09,NY Farm Bureau Photo Booth,photo booth,Photo Booth,NY Farm Bureau,,unmatched,0.3902439024390244,False
ics_13b046e8c15b84cd,4bl70e7emjkn6u71r3p16htso8@google.com,2026-02-12,RESCHEDULING: Melodies of Christmas Reception (afternoon),review,Special Event,RESCHEDULING Melodies of Christmas Reception,,unmatched,0.3888888888888889,False
ics_fb6ab4f10b105222,614ECFF2-EEBA-4B18-A361-B5DE5BE4EE37,2025-10-01,Alloya Headshot 9am,review,Headshots,Alloya Headshot,,unmatched,0.4444444444444444,False
ics_3437e73c15555cae,2bb9d74leffnrpv3u2oounlpju@google.com,2026-11-12,Malta Ave Makeup Day (1 team),makeup/retake,Makeup Day,Malta Ave,Malta Avenue Elementary School (Ballston Spa School District),manual_alias,1.0,False
ics_1cc145d6430eadd7,1qdh93vadu72mlk0nilsgb96uo@google.com,2025-11-17,Little Llamas Preschool (1 photog),review,Fall Picture Day,Little Llamas Preschool,Little Llamas,fuzzy,1.0,False
ics_c63d15cb5b947b4d,0nrimvquct2jshvv4e7qml2fmm@google.com,2026-05-13,Gordon Creek PANO 5th Grade (1 photog),graduation/pano,Special Event,Gordon Creek 5th Grade,Gordon Creek Elementary School (Ballston Spa School District),manual_alias,1.0,False
ics_db92557c0a19b5c4,20q950p2cdhlaaarppd0247iah@google.com,2025-07-14,OOBF Headshot 1PM (MATT),review,Headshots,OOBF Headshot,,unmatched,0.3673469387755102,False
ics_e1dadb41370b44e7,28ljiummuuj5380bvfr8o4kaku@google.com,2026-01-08,MLK Jr. Elementary Makeups (1 teams),makeup/retake,Makeup Day,MLK Jr. Elementary,MLK Jr. Elementary,fuzzy,1.0,False
